loss,accuracy,top3_accuracy,precision,recall,val_loss,val_accuracy,val_top3_accuracy,val_precision,val_recall,lr,epoch
2.598707914352417,0.31520116329193115,0.5613649487495422,0.768265426158905,0.10379310697317123,2.0586044788360596,0.5140230059623718,0.7640230059623718,0.90067058801651,0.24701149761676788,0.0010000000474974513,1
2.2937092781066895,0.43402299284935,0.6962068676948547,0.7966672778129578,0.19370689988136292,1.9130154848098755,0.5819540023803711,0.8216091990470886,0.8845707774162292,0.35057470202445984,0.0010000000474974513,2
2.1976325511932373,0.48110631108283997,0.7358477115631104,0.8133485913276672,0.2453017234802246,1.8277943134307861,0.6321839094161987,0.8474712371826172,0.9100671410560608,0.3896551728248596,0.0010000000474974513,3
2.1479849815368652,0.5062500238418579,0.7581753134727478,0.8236429691314697,0.2757902443408966,1.7646183967590332,0.6579310297966003,0.8718391060829163,0.909692645072937,0.44229885935783386,0.0010000000474974513,4
2.1115214824676514,0.5279453992843628,0.7751149535179138,0.8283950090408325,0.2968534529209137,1.7322728633880615,0.6744827628135681,0.8808045983314514,0.9164927005767822,0.454137921333313,0.0010000000474974513,5
2.0818839073181152,0.5423850417137146,0.7873419523239136,0.8403990864753723,0.3158620595932007,1.707293152809143,0.6948275566101074,0.8816092014312744,0.930881679058075,0.48298850655555725,0.0010000000474974513,6
2.0607995986938477,0.5546695590019226,0.795474112033844,0.8402531147003174,0.32624998688697815,1.685390591621399,0.7059770226478577,0.8890804648399353,0.9273648858070374,0.5048275589942932,0.0010000000474974513,7
2.0373220443725586,0.5638649463653564,0.8039942383766174,0.845991849899292,0.34056034684181213,1.6498173475265503,0.7282758355140686,0.9055172204971313,0.9443155527114868,0.5145977139472961,0.0010000000474974513,8
2.0252387523651123,0.5710057616233826,0.807068943977356,0.8489723205566406,0.3495545983314514,1.6622929573059082,0.7203448414802551,0.8991953730583191,0.9402759671211243,0.5012643933296204,0.0010000000474974513,9
2.0129356384277344,0.5764080286026001,0.8100287318229675,0.8506942987442017,0.3547126352787018,1.6366666555404663,0.7371264100074768,0.9062069058418274,0.9502109885215759,0.5177011489868164,0.0010000000474974513,10
